Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average
2023-03-01 00:00:00-05:00;145.52387812060013;145.9203138783818;143.72006063966762;144.01739501953125;55479000;0.0;0.0;
2023-03-02 00:00:00-05:00;143.09567187882521;145.40494716777042;142.61993083245534;144.612060546875;52238100;0.0;0.0;
2023-03-03 00:00:00-05:00;146.72310034368257;149.7657983517578;146.01942463285462;149.68650817871094;70732300;0.0;0.0;
2023-03-06 00:00:00-05:00;152.421971492151;154.90965374485327;152.09492027876624;152.4616241455078;87558000;0.0;0.0;
2023-03-07 00:00:00-05:00;152.33275997963113;152.65982628230532;149.7856292559754;150.25144958496094;56182000;0.0;0.0;148.2058074951172
2023-03-08 00:00:00-05:00;151.4506679888601;152.104800552819;150.47938986613707;151.5101318359375;47204800;0.0;0.0;149.70435485839843
2023-03-09 00:00:00-05:00;152.19397778472012;153.16525578913198;148.89359856645896;149.25039672851562;53833600;0.0;0.0;150.63202209472655
2023-03-10 00:00:00-05:00;148.87379600332346;149.59729796835543;146.2969185586702;147.1790008544922;68572400;0.0;0.0;150.13052062988282
2023-03-13 00:00:00-04:00;146.49514356859967;151.77773200211703;146.38612147623616;149.13148498535156;84457100;0.0;0.0;149.46449279785156
2023-03-14 00:00:00-04:00;149.93429099292322;152.03542774179175;148.7647949151356;151.23263549804688;73695900;0.0;0.0;149.66072998046874
2023-03-15 00:00:00-04:00;149.84508307563596;151.8867558074207;148.5863761992532;151.6290740966797;77167900;0.0;0.0;149.68451843261718
2023-03-16 00:00:00-04:00;150.80644547979264;155.06819732114948;150.2910669698244;154.463623046875;76161100;0.0;0.0;150.72716369628907
2023-03-17 00:00:00-04:00;154.69159525762194;155.34572787019124;152.90760409745778;153.62120056152344;98944600;0.0;0.0;152.0156036376953
2023-03-20 00:00:00-04:00;153.69058715899433;156.41612462417007;152.77875768053804;155.99984741210938;73641400;0.0;0.0;153.38927612304687
2023-03-21 00:00:00-04:00;155.92057224811566;157.98205636658307;155.14749679987165;157.86312866210938;73938300;0.0;0.0;154.7153747558594
2023-03-22 00:00:00-04:00;157.8829348177373;160.69766769977065;156.40618380927145;156.42601013183594;75701800;0.0;0.0;155.6747619628906
2023-03-23 00:00:00-04:00;157.41711872342182;160.11292398786247;156.2773395529773;157.51622009277344;67622100;0.0;0.0;156.2852813720703
2023-03-24 00:00:00-04:00;157.44684365525544;158.9136739147859;156.44583366784832;158.82447814941406;59196500;0.0;0.0;157.32593688964843
2023-03-27 00:00:00-04:00;158.51724627438185;159.3398647729009;156.46565282812585;156.87200927734375;52390300;0.0;0.0;157.5003692626953
2023-03-28 00:00:00-04:00;156.56476504075383;157.0801435690118;154.59246181824673;156.2476043701172;45992200;0.0;0.0;157.17726440429686
2023-03-29 00:00:00-04:00;157.95230377159302;159.61736703161768;157.93249257214313;159.33985900878906;51305700;0.0;0.0;157.7600341796875
2023-03-30 00:00:00-04:00;160.09310716599592;161.02474780690227;159.83542544272464;160.9157257080078;49501700;0.0;0.0;158.43993530273437
2023-03-31 00:00:00-04:00;160.99499717395898;163.53222195551984;160.46971306479455;163.43310546875;68749800;0.0;0.0;159.36166076660157
2023-04-03 00:00:00-04:00;162.80874098907415;164.81076119711048;162.759182739299;164.69183349609375;56976200;0.0;0.0;160.92562561035157
2023-04-04 00:00:00-04:00;165.11798862787225;165.35584399004858;163.6412377211354;164.1566162109375;46278300;0.0;0.0;162.50742797851564
2023-04-05 00:00:00-04:00;163.27456173694304;163.58180171406576;160.36071207007467;162.3032684326172;51511700;0.0;0.0;163.10010986328126
2023-04-06 00:00:00-04:00;160.98510790466275;163.4926163777719;160.55894019900367;163.19528198242188;45390100;0.0;0.0;163.55602111816407
2023-04-10 00:00:00-04:00;159.98407924224205;160.58865356445312;158.65600290264854;160.58865356445312;47716900;0.0;0.0;162.98713073730468
2023-04-11 00:00:00-04:00;160.90581330889393;160.9157189090824;159.08216962961518;159.36959838867188;47644200;0.0;0.0;161.9226837158203
2023-04-12 00:00:00-04:00;159.7858591607215;160.6183832614872;158.35866634623534;158.6758270263672;50133100;0.0;0.0;160.82652587890624
2023-04-13 00:00:00-04:00;160.1921867467065;164.32508970551936;159.9840481974918;164.08721923828125;68445600;0.0;0.0;161.18331604003907
2023-04-14 00:00:00-04:00;163.1258766656828;164.84049824090104;162.36273713306923;163.74037170410156;49386500;0.0;0.0;161.292333984375
2023-04-17 00:00:00-04:00;163.62142359967223;163.91875794761413;162.57085534359018;163.7601776123047;41516200;0.0;0.0;161.9266387939453
2023-04-18 00:00:00-04:00;164.62244721163532;165.92079155848967;164.17643813231942;164.98915100097656;49923000;0.0;0.0;163.05054931640626
2023-04-19 00:00:00-04:00;164.32511680785814;166.6641238574634;164.06741997841854;166.1388397216797;47720200;0.0;0.0;164.54315185546875
2023-04-20 00:00:00-04:00;164.61252546197005;166.37669007657564;164.08724134206236;165.16754150390625;52456400;0.0;0.0;164.75921630859375
2023-04-21 00:00:00-04:00;163.58179491237593;164.9693351136413;163.0267788318698;163.55206298828125;58337300;0.0;0.0;164.7215545654297
2023-04-24 00:00:00-04:00;163.5322324264354;164.12690113902568;162.43210589428088;163.8592987060547;41949600;0.0;0.0;164.7413787841797
2023-04-25 00:00:00-04:00;163.72053781617427;164.83056990181737;162.27351874191552;162.31317138671875;48714100;0.0;0.0;164.20618286132813
2023-04-26 00:00:00-04:00;161.6094983031377;163.80975151595447;161.3518165759181;162.3032684326172;45498800;0.0;0.0;163.43906860351564
2023-04-27 00:00:00-04:00;163.72055333888554;167.06057063521666;163.72055333888554;166.9119110107422;64902300;0.0;0.0;163.7879425048828
2023-04-28 00:00:00-04:00;166.99119168750394;168.3390943239458;166.3866173772678;168.17059326171875;55209200;0.0;0.0;164.7116485595703
2023-05-01 00:00:00-04:00;167.77416566961222;168.93375609993646;167.13985940542491;168.08140563964844;52472900;0.0;0.0;165.55606994628906
2023-05-02 00:00:00-04:00;168.57697132129934;168.8346681861752;166.04965166358446;167.04075622558594;48425700;0.0;0.0;166.5015869140625
2023-05-03 00:00:00-04:00;167.99221651388285;169.39958312064851;165.67303556145444;165.96044921875;65136000;0.0;0.0;167.23302307128907
2023-05-04 00:00:00-04:00;163.42321284611648;165.5540813733989;162.84837044792107;164.31520080566406;81235400;0.0;0.0;166.71368103027345
2023-05-05 00:00:00-04:00;169.45904407323195;172.74951828972897;169.24099987223252;172.02601623535156;113316400;0.0;0.0;167.484765625
2023-05-08 00:00:00-04:00;170.94568850577377;172.30351186374347;170.57898470464832;171.9566192626953;55962800;0.0;0.0;168.2598083496094
2023-05-09 00:00:00-04:00;171.5106167971042;171.99624826685388;170.0735184638984;170.24200439453125;45326900;0.0;0.0;168.90005798339843
2023-05-10 00:00:00-04:00;171.48090823595766;172.4819183565725;170.37086089019692;172.01609802246094;53724500;0.0;0.0;170.11118774414064
2023-05-11 00:00:00-04:00;172.30352323742437;173.0369308880872;170.63845981475797;172.20440673828125;49514700;0.0;0.0;171.68902893066405
2023-05-12 00:00:00-04:00;172.31354071030378;172.75023222471557;169.71326051226805;171.27145385742188;45497800;0.24;0.0;171.53811645507812
2023-05-15 00:00:00-04:00;171.8570325169115;171.9066593124194;170.1797467789581;170.77523803710938;37266700;0.0;0.0;171.30184020996094
2023-05-16 00:00:00-04:00;170.69583819309108;171.83717876991398;170.50726545654413;170.77523803710938;42110300;0.0;0.0;171.40848693847656
2023-05-17 00:00:00-04:00;170.41794239989213;171.62874834746046;169.13764076744155;171.39056396484375;57951600;0.0;0.0;171.28338012695312
2023-05-18 00:00:00-04:00;171.69824104214084;173.92139134908305;171.28140319908402;173.73281860351562;65496700;0.0;0.0;171.5890625
2023-05-19 00:00:00-04:00;175.06272037880413;175.06272037880413;173.62363419943688;173.84197998046875;55772400;0.0;0.0;172.10316772460936
2023-05-22 00:00:00-04:00;172.67084490080313;173.3953627585547;172.14483421414405;172.88919067382812;43570900;0.0;0.0;172.5259582519531
2023-05-23 00:00:00-04:00;171.8272670994411;172.07538594402806;169.99118159190851;170.26907348632812;50747300;0.0;0.0;172.4247253417969
2023-05-24 00:00:00-04:00;169.80259482166662;171.1225887831174;169.2368917775998;170.5469512939453;45143500;0.0;0.0;172.2560028076172
2023-05-25 00:00:00-04:00;171.11265601316939;172.59143439622224;170.39807264451125;171.68829345703125;56058300;0.0;0.0;171.84709777832032
2023-05-26 00:00:00-04:00;172.01583117068753;174.44739269623702;171.80740468839622;174.1099395751953;54835000;0.0;0.0;171.90068969726562
2023-05-30 00:00:00-04:00;175.6284281360517;177.64315169617504;175.24136339159378;175.9658660888672;55964400;0.0;0.0;172.51602478027343
2023-05-31 00:00:00-04:00;175.99565961269718;178.00046410534546;175.4299413812976;175.916259765625;99625300;0.0;0.0;173.6454620361328
2023-06-01 00:00:00-04:00;176.36284805087817;178.76463632708965;175.59863787172938;178.73486328125;68901800;0.0;0.0;175.28304443359374
2023-06-02 00:00:00-04:00;179.6678092681631;180.41216577183522;177.91112367918484;179.58840942382812;61945900;0.0;0.0;176.86306762695312
2023-06-05 00:00:00-04:00;181.2557821635985;183.55831715341373;176.70030869345317;178.22872924804688;121946500;0.0;0.0;177.68682556152345
2023-06-06 00:00:00-04:00;178.61581767931062;178.76468294733166;176.09492141834275;177.86154174804688;64848400;0.0;0.0;178.0659606933594
2023-06-07 00:00:00-04:00;177.09730925974853;179.84647030311896;175.9857416800345;176.4819793701172;61944600;0.0;0.0;178.17910461425782
