Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average
2023-12-13 00:00:00-05:00;373.22899443589563;374.83699548980223;368.01796236834986;371.59124755859375;30955500;0.0;0.0;
2023-12-14 00:00:00-05:00;370.5391560461205;370.9858281001623;361.4273005886206;363.21392822265625;43277500;0.0;0.0;
2023-12-15 00:00:00-05:00;364.12709609407943;369.63588961946664;363.56131959614595;367.9783020019531;78478200;0.0;0.0;
2023-12-18 00:00:00-05:00;366.70777283125585;370.23141087192323;365.9434687630156;369.8840026855469;21802900;0.0;0.0;
2023-12-19 00:00:00-05:00;368.73265069542646;370.4895324707031;367.09490367915254;370.4895324707031;20603700;0.0;0.0;368.63140258789065
2023-12-20 00:00:00-05:00;372.2166048992151;373.238958629029;367.77978175717385;367.8691101074219;26316700;0.0;0.0;367.88697509765626
2023-12-21 00:00:00-05:00;369.7946886358752;371.6309631567769;367.2934041212111;370.7674255371094;17708000;0.0;0.0;369.3976745605469
2023-12-22 00:00:00-05:00;370.906429775477;372.39529633394415;369.9436281893589;371.79974365234375;17091100;0.0;0.0;370.161962890625
2023-12-26 00:00:00-05:00;372.21659261542385;374.1421955445061;370.7277262449622;371.8791198730469;12673100;0.0;0.0;370.560986328125
2023-12-27 00:00:00-05:00;370.916333723745;372.2761602183441;370.042860570438;371.29351806640625;14905400;0.0;0.0;370.72178344726564
2023-12-28 00:00:00-05:00;372.58383518172906;373.6657410910667;371.38282481133604;372.4945068359375;14327000;0.0;0.0;371.64686279296876
2023-12-29 00:00:00-05:00;373.2091897803934;374.36058346889905;370.7079050515424;373.2489013671875;18723000;0.0;0.0;372.1431579589844
2024-01-02 00:00:00-05:00;371.08504585690326;373.1099126361841;364.0476743294386;368.11724853515625;25258600;0.0;0.0;371.4066589355469
2024-01-03 00:00:00-05:00;366.27107889368324;370.4895337976216;365.7747900814552;367.8492736816406;23083500;0.0;0.0;370.60068969726564
2024-01-04 00:00:00-05:00;367.9187319779621;370.3306881427504;364.4447105700396;365.208984375;20901500;0.0;0.0;369.3837829589844
2024-01-05 00:00:00-05:00;366.2313315373935;369.29839246247514;363.7796638327987;365.0203857421875;20987000;0.0;0.0;367.8889587402344
2024-01-08 00:00:00-05:00;366.5588972016775;372.41512930069973;366.2710715059576;371.9089050292969;23134000;0.0;0.0;367.62095947265624
2024-01-09 00:00:00-05:00;369.2487904298809;373.19922976065686;368.43486955500396;373.000732421875;20830000;0.0;0.0;368.59765625
2024-01-10 00:00:00-05:00;373.5764338531353;381.3185574608793;373.5268170885799;379.9289245605469;25514200;0.0;0.0;371.0135864257812
2024-01-11 00:00:00-05:00;383.1349423924486;387.780198154709;377.5566612901961;381.7751159667969;27850800;0.0;0.0;374.3268127441406
2024-01-12 00:00:00-05:00;382.6287168305684;385.79504169441134;381.79495530873476;385.58660888671875;21645700;0.0;0.0;378.4400573730469
2024-01-16 00:00:00-05:00;390.73811320122354;391.10536207750914;384.74293583850687;387.3732604980469;27202300;0.0;0.0;381.5329284667969
2024-01-17 00:00:00-05:00;385.1002926080357;387.21445758579864;381.9538080881543;386.5792236328125;22234100;0.0;0.0;384.2486267089844
2024-01-18 00:00:00-05:00;388.81249742822837;391.0656376681701;387.2243672151433;390.946533203125;23392100;0.0;0.0;386.4521484375
2024-01-19 00:00:00-05:00;392.82250266388587;395.7109069824219;390.5792676975653;395.7109069824219;29272000;0.0;0.0;389.239306640625
2024-01-22 00:00:00-05:00;397.05088235950694;397.6464349802882;390.6686156338387;393.56695556640625;27016900;0.0;0.0;390.8353759765625
2024-01-23 00:00:00-05:00;392.8125652438518;396.41562659537493;391.0060668337723;395.9391784667969;20525900;0.0;0.0;392.5485595703125
2024-01-24 00:00:00-05:00;398.5596032745269;402.61924187375655;397.47769736538817;399.572021484375;24867000;0.0;0.0;395.147119140625
2024-01-25 00:00:00-05:00;401.318993103645;403.9890293414655;399.54227067121064;401.8648986816406;21021200;0.0;0.0;397.33079223632814
